City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Damietta,EG,2020-04-18 21:45:32,31.42,31.81,66.2,88,2,13.87
305,Alice Springs,AU,2020-04-18 21:44:38,-23.7,133.88,59.0,54,20,4.7
306,Yarada,IN,2020-04-18 21:45:33,17.65,83.27,81.59,81,0,11.5
307,Azul,AR,2020-04-18 21:45:33,-36.78,-59.86,70.0,59,0,1.99
308,Harper,LR,2020-04-18 21:45:34,4.38,-7.72,80.46,84,100,8.28
309,Shetpe,KZ,2020-04-18 21:45:34,44.17,52.12,56.44,54,84,5.55
310,Duku,NG,2020-04-18 21:45:34,11.24,4.91,93.96,27,33,5.06
311,Suclayin,PH,2020-04-18 21:45:34,15.76,121.55,77.63,79,100,2.48
312,Sembe,CG,2020-04-18 21:45:34,1.65,14.58,72.93,81,73,1.07
313,Caravelas,BR,2020-04-18 21:45:35,-17.71,-39.25,76.51,78,94,19.64
314,Balvi,LV,2020-04-18 21:45:35,57.13,27.27,35.73,79,100,9.28
315,Sandpoint,US,2020-04-18 21:45:36,48.28,-116.55,55.4,50,90,13.87
316,Ouro Preto,BR,2020-04-18 21:44:00,-20.39,-43.51,60.94,72,97,3.31
317,Hongjiang,CN,2020-04-18 21:45:36,27.11,110.0,58.28,84,100,4.43
318,Pingliang,CN,2020-04-18 21:45:37,35.54,106.69,42.57,49,7,1.66
319,Camana,PE,2020-04-18 21:45:37,-16.62,-72.71,73.92,65,44,7.52
320,Carupano,VE,2020-04-18 21:45:37,10.67,-63.26,85.42,57,36,11.21
321,Empalme,MX,2020-04-18 21:45:37,27.97,-110.82,86.0,39,5,11.41
322,Zhaotong,CN,2020-04-18 21:45:38,27.32,103.72,52.84,49,89,3.18
323,Tabou,CI,2020-04-18 21:45:38,4.42,-7.35,79.79,87,100,7.99
324,Vao,NC,2020-04-18 21:45:38,-22.67,167.48,75.69,69,74,10.04
325,Lahore,PK,2020-04-18 21:42:43,31.55,74.34,69.8,68,20,8.05
326,Manzhouli,CN,2020-04-18 21:41:20,49.6,117.43,30.4,69,45,13.35
327,Saint Anthony,US,2020-04-18 21:45:38,45.02,-93.22,64.4,38,90,12.75
328,Norman Wells,CA,2020-04-18 21:45:39,65.28,-126.83,39.2,86,90,19.46
329,Owando,CG,2020-04-18 21:45:39,-0.48,15.9,73.15,86,73,2.08
330,Xichang,CN,2020-04-18 21:45:40,27.9,102.26,58.86,40,6,0.43
331,Slatina,RO,2020-04-18 21:45:40,44.43,24.37,59.0,54,29,4.7
332,Puerto Rondon,CO,2020-04-18 21:45:40,6.28,-71.1,86.74,54,72,4.74
333,Pindobacu,BR,2020-04-18 21:45:40,-10.74,-40.36,75.27,71,97,5.06
334,Aksarka,RU,2020-04-18 21:45:41,66.56,67.8,32.07,97,100,1.45
335,Chuy,UY,2020-04-18 21:45:41,-33.7,-53.46,66.63,82,18,7.23
336,Aqtobe,KZ,2020-04-18 21:45:41,50.28,57.21,42.8,87,75,6.71
337,Pedra,BR,2020-04-18 21:45:41,-8.5,-36.94,71.78,74,100,2.42
338,Sitka,US,2020-04-18 21:45:42,57.05,-135.33,46.4,87,40,3.36
339,Buin,CL,2020-04-18 21:45:42,-33.73,-70.75,82.4,23,58,5.82
340,Ambulu,ID,2020-04-18 21:45:42,-8.35,113.61,78.33,78,98,4.65
341,Riyadh,SA,2020-04-18 21:42:50,24.69,46.72,78.8,41,100,4.7
342,Ambunti,PG,2020-04-18 21:45:43,-4.24,142.84,73.83,95,90,0.51
343,Taber,CA,2020-04-18 21:45:43,49.82,-112.15,42.71,44,99,8.63
344,Quesnel,CA,2020-04-18 21:45:44,53.0,-122.5,57.2,33,1,8.05
345,Sao Raimundo Nonato,BR,2020-04-18 21:45:44,-9.02,-42.7,75.65,79,96,0.25
346,Kallifitos,GR,2020-04-18 21:45:45,41.17,24.22,57.99,99,0,0.96
347,Bengkulu,ID,2020-04-18 21:42:23,-3.8,102.27,76.73,85,100,4.03
348,Kasaragod,IN,2020-04-18 21:45:45,12.5,75.0,80.6,78,20,4.7
349,Mount Pleasant,US,2020-04-18 21:45:02,32.79,-79.86,82.4,39,20,10.29
350,Palatka,US,2020-04-18 21:45:46,29.65,-81.64,81.0,78,90,8.05
351,Indramayu,ID,2020-04-18 21:45:46,-6.33,108.32,80.29,78,87,3.67
352,Rosario Do Sul,BR,2020-04-18 21:45:46,-30.26,-54.91,70.95,57,0,7.56
353,Shimoda,JP,2020-04-18 21:45:46,34.67,138.95,55.99,83,0,3.0
354,Rancho Cucamonga,US,2020-04-18 21:44:05,34.11,-117.59,63.0,63,90,11.41
355,Liverpool,GB,2020-04-18 21:45:09,53.41,-2.98,48.2,81,99,2.24
356,Saint-Georges,GD,2020-04-18 21:45:47,12.06,-61.75,84.2,70,20,17.22
357,Novouzensk,RU,2020-04-18 21:45:48,50.46,48.14,41.13,84,4,7.2
358,Santa Marta,CO,2020-04-18 21:45:44,11.24,-74.2,97.0,41,27,1.99
359,Lasa,IT,2020-04-18 21:44:56,46.62,10.7,53.6,58,20,6.93
360,Tupaciguara,BR,2020-04-18 21:45:48,-18.59,-48.7,73.4,69,20,5.82
361,Charlestown,AU,2020-04-18 21:43:27,-32.95,151.67,55.0,95,10,3.8
362,Ribeira Grande,PT,2020-04-18 21:45:49,38.52,-28.7,62.78,88,100,18.07
363,Pacific Grove,US,2020-04-18 21:45:49,36.62,-121.92,62.6,51,90,10.29
364,Olafsvik,IS,2020-04-18 21:45:49,64.89,-23.71,34.56,88,100,2.62
365,Borodyanka,UA,2020-04-18 21:45:50,50.64,29.92,43.0,44,88,2.24
366,Yuzhno-Sukhokumsk,RU,2020-04-18 21:45:50,44.66,45.64,55.92,53,98,1.14
367,Kuala Lipis,MY,2020-04-18 21:45:50,4.18,102.05,74.08,89,95,0.69
368,Dengzhou,CN,2020-04-18 21:45:51,37.81,120.75,50.86,77,100,11.7
369,Bubaque,GW,2020-04-18 21:45:51,11.28,-15.83,79.66,70,100,20.27
370,Porto Novo,BJ,2020-04-18 21:45:51,6.5,2.6,84.2,83,40,11.41
371,San Andres,CO,2020-04-18 21:41:04,12.58,-81.7,87.8,62,20,10.29
372,Kuri,KR,2020-04-18 21:43:50,37.6,127.14,53.6,87,75,1.12
373,Roald,NO,2020-04-18 21:45:52,62.58,6.13,41.0,86,0,11.41
374,Norsup,VU,2020-04-18 21:45:53,-16.07,167.38,81.9,77,37,11.39
375,Natal,BR,2020-04-18 21:45:46,-5.79,-35.21,82.4,78,40,4.7
376,Veinticinco De Mayo,AR,2020-04-18 21:45:14,-35.43,-60.17,73.99,45,0,5.01
377,Usinsk,RU,2020-04-18 21:45:53,65.99,57.53,27.3,99,99,4.03
378,Ishigaki,JP,2020-04-18 21:45:53,24.34,124.16,75.2,100,75,12.75
379,Cuyamel,HN,2020-04-18 21:45:54,15.67,-88.2,95.0,44,20,14.99
380,Ulladulla,AU,2020-04-18 21:45:54,-35.35,150.47,54.0,100,89,9.17
381,Hohhot,CN,2020-04-18 21:45:54,40.81,111.65,42.8,87,20,11.18
382,Kampong Chhnang,KH,2020-04-18 21:45:55,12.17,104.55,80.11,71,12,5.5
383,Austin,US,2020-04-18 21:45:55,30.27,-97.74,60.8,72,90,3.36
384,Biak,ID,2020-04-18 21:45:55,-0.91,122.88,79.84,77,14,2.73
385,Sukumo,JP,2020-04-18 21:45:56,32.93,132.73,52.2,80,95,9.55
386,Karakol,KG,2020-04-18 21:45:56,42.49,78.39,43.03,27,21,5.06
387,Chany,RU,2020-04-18 21:45:56,55.31,76.76,47.37,64,98,12.86
388,Zhicheng,CN,2020-04-18 21:45:57,30.3,111.5,53.53,87,96,3.4
389,Umea,SE,2020-04-18 21:45:57,63.83,20.26,30.2,80,1,1.12
390,Westport,US,2020-04-18 21:45:57,41.14,-73.36,45.0,83,99,11.74
391,Awjilah,LY,2020-04-18 21:45:57,29.11,21.29,68.31,29,0,5.17
392,Beinamar,TD,2020-04-18 21:45:58,8.67,15.38,87.35,37,99,7.74
393,Basco,PH,2020-04-18 21:45:58,20.45,121.97,79.02,87,98,17.58
394,San Miguel,SV,2020-04-18 21:45:58,13.48,-88.18,98.96,24,0,5.64
395,Yar-Sale,RU,2020-04-18 21:41:21,66.83,70.83,34.52,98,99,9.15
396,Dangriga,BZ,2020-04-18 21:44:22,16.97,-88.23,91.4,63,20,12.75
397,Nuuk,GL,2020-04-18 21:45:59,64.18,-51.72,28.4,63,100,18.34
398,Amritsar,IN,2020-04-18 21:46:00,31.63,74.87,69.8,77,40,4.97
399,Port Macquarie,AU,2020-04-18 21:46:00,-31.43,152.92,57.0,95,58,4.45
400,Imbituba,BR,2020-04-18 21:43:47,-28.24,-48.67,69.8,77,40,8.05
401,Ereymentau,KZ,2020-04-18 21:46:00,51.62,73.1,53.35,41,95,8.32
402,Batagay,RU,2020-04-18 21:46:01,67.63,134.63,-5.8,87,74,1.52
403,Durant,US,2020-04-18 21:42:11,33.99,-96.37,68.0,42,1,5.82
404,Pittsburg,US,2020-04-18 21:46:01,38.03,-121.88,68.0,45,1,11.41
405,Chekmagush,RU,2020-04-18 21:46:01,55.13,54.66,36.79,77,81,7.4
406,Bodaybo,RU,2020-04-18 21:46:02,57.85,114.19,12.13,85,27,4.63
407,Nanakuli,US,2020-04-18 21:46:02,21.39,-158.15,80.6,57,1,9.17
408,Los Llanos De Aridane,ES,2020-04-18 21:46:02,28.66,-17.92,66.2,68,2,19.46
409,Katsuura,JP,2020-04-18 21:45:17,35.13,140.3,60.01,82,20,5.82
410,Leh,IN,2020-04-18 21:46:02,34.17,77.58,32.9,19,75,4.59
411,Qaqortoq,GL,2020-04-18 21:46:03,60.72,-46.03,32.0,93,87,5.82
412,Minuri,PH,2020-04-18 21:46:03,16.54,121.86,73.27,82,94,2.42
413,Ilhabela,BR,2020-04-18 21:44:35,-23.78,-45.36,72.59,75,76,7.87
414,Roblin,CA,2020-04-18 21:46:04,51.23,-101.36,31.6,73,97,16.28
415,Envira,BR,2020-04-18 21:41:28,-7.3,-70.22,86.13,49,27,3.44
416,Hualmay,PE,2020-04-18 21:41:22,-11.1,-77.61,75.51,66,27,9.89
417,Dryden,CA,2020-04-18 21:46:05,49.78,-92.75,33.8,62,90,8.05
418,Pringsewu,ID,2020-04-18 21:46:05,-5.36,104.97,74.43,87,79,1.45
419,Sawakin,SD,2020-04-18 21:46:06,19.11,37.33,76.35,73,100,8.68
420,Moanda,GA,2020-04-18 21:46:06,-1.56,13.22,72.16,84,25,3.24
421,Kyren,RU,2020-04-18 21:46:07,51.68,102.14,31.93,64,94,3.62
422,Quelimane,MZ,2020-04-18 21:46:07,-17.88,36.89,78.8,88,20,4.7
423,Port Augusta,AU,2020-04-18 21:46:08,-32.5,137.77,50.0,93,7,5.82
424,Sistranda,NO,2020-04-18 21:46:08,63.73,8.83,42.8,93,75,8.05
425,Deputatskiy,RU,2020-04-18 21:46:08,69.3,139.9,-9.35,72,58,1.99
426,Puquio,PE,2020-04-18 21:46:08,-14.7,-74.13,54.95,25,56,7.92
427,Aguimes,ES,2020-04-18 21:46:09,27.91,-15.45,64.4,72,20,11.41
428,Ternate,ID,2020-04-18 21:46:09,0.8,127.4,79.86,80,51,3.13
429,Frontera,MX,2020-04-18 21:46:09,26.93,-101.45,86.63,36,33,7.34
430,Cabedelo,BR,2020-04-18 21:42:11,-6.98,-34.83,80.6,88,20,5.77
431,Fort Nelson,CA,2020-04-18 21:46:09,58.81,-122.7,60.8,25,75,13.87
432,Cidreira,BR,2020-04-18 21:46:10,-30.18,-50.21,68.59,78,0,11.72
433,Mayna,RU,2020-04-18 21:46:10,54.11,47.62,33.89,79,12,8.75
434,Novyy Nekouz,RU,2020-04-18 21:46:10,57.9,38.07,32.94,88,85,3.94
435,Severnyy,RU,2020-04-18 21:41:48,50.68,36.55,37.4,51,3,4.47
436,Anito,PH,2020-04-18 21:46:11,12.45,125.29,79.34,83,20,11.65
437,Adre,TD,2020-04-18 21:46:11,13.47,22.2,75.47,13,2,8.25
438,Grand-Lahou,CI,2020-04-18 21:46:11,5.14,-5.02,82.15,86,63,10.89
439,Le Vauclin,MQ,2020-04-18 21:41:36,14.55,-60.84,82.4,69,20,16.11
440,Constitucion,CL,2020-04-18 21:46:12,-35.33,-72.42,65.19,83,83,9.69
441,Rawson,AR,2020-04-18 21:46:12,-43.3,-65.1,69.08,63,76,17.13
442,Codrington,AU,2020-04-18 21:46:12,-38.27,141.97,50.97,84,72,8.48
443,Granja,BR,2020-04-18 21:46:13,-3.12,-40.83,77.29,88,100,2.37
444,Atambua,ID,2020-04-18 21:46:13,-9.11,124.89,72.16,75,54,3.71
445,Tiarei,PF,2020-04-18 21:46:13,-17.53,-149.33,87.8,66,75,3.36
446,Matamoros,MX,2020-04-18 21:46:14,25.53,-103.25,95.0,12,75,11.41
447,Ho Chi Minh City,VN,2020-04-18 21:46:14,10.75,106.67,82.4,83,40,8.05
448,Cap-Aux-Meules,CA,2020-04-18 21:45:02,47.38,-61.86,35.6,47,5,10.29
449,Neuquen,AR,2020-04-18 21:46:14,-38.95,-68.06,87.8,25,100,6.93
450,Cordoba,AR,2020-04-18 21:42:42,-31.41,-64.18,79.0,36,0,13.87
451,Sobolevo,RU,2020-04-18 21:46:15,54.43,31.9,35.92,79,99,6.89
452,Nyuksenitsa,RU,2020-04-18 21:46:15,60.41,44.24,27.25,96,62,2.01
453,Markdale,CA,2020-04-18 21:46:15,44.32,-80.65,51.01,48,58,17.11
454,Baykit,RU,2020-04-18 21:46:15,61.67,96.37,18.95,91,0,1.5
455,Dakar,SN,2020-04-18 21:44:57,14.69,-17.44,69.8,73,27,16.11
456,Sarangarh,IN,2020-04-18 21:46:16,21.6,83.08,83.98,22,16,2.98
457,Izumo,JP,2020-04-18 21:46:16,35.37,132.77,53.6,93,75,5.82
458,Praia,CV,2020-04-18 21:45:43,14.92,-23.51,71.6,60,20,26.4
459,Mandan,US,2020-04-18 21:46:17,46.83,-100.89,55.4,34,40,20.8
460,Narsaq,GL,2020-04-18 21:46:17,60.92,-46.05,32.0,92,88,5.82
461,Mukhtolovo,RU,2020-04-18 21:46:17,55.46,43.2,32.25,89,20,6.15
462,Paoua,CF,2020-04-18 21:46:17,7.24,16.44,74.91,62,94,4.14
463,Hami,CN,2020-04-18 21:46:18,42.8,93.45,62.38,21,100,11.95
464,Mindelo,CV,2020-04-18 21:46:18,16.89,-24.98,73.4,60,40,25.28
465,Moose Factory,CA,2020-04-18 21:46:18,51.26,-80.61,42.8,60,90,27.51
466,Camacha,PT,2020-04-18 21:46:18,33.08,-16.33,62.6,72,20,11.41
467,Urucara,BR,2020-04-18 21:46:19,-2.54,-57.76,79.74,93,89,2.57
468,West Bay,KY,2020-04-18 21:46:19,19.37,-81.42,86.0,79,75,4.7
469,Honiara,SB,2020-04-18 21:46:19,-9.43,159.95,75.2,94,40,2.24
470,Assen,NL,2020-04-18 21:43:01,53.0,6.56,50.0,61,56,10.29
471,Kulhudhuffushi,MV,2020-04-18 21:46:20,6.62,73.07,85.59,75,1,9.78
472,Gillette,US,2020-04-18 21:46:20,44.29,-105.5,57.2,35,75,16.11
473,Cam Ranh,VN,2020-04-18 21:46:21,11.92,109.16,82.4,78,40,2.24
474,Halifax,CA,2020-04-18 21:41:33,44.65,-63.57,39.0,63,100,1.99
475,Tual,ID,2020-04-18 21:46:21,-5.67,132.75,84.11,75,99,8.68
476,Plastun,RU,2020-04-18 21:46:21,44.76,136.29,40.53,64,50,1.9
477,Gusau,NG,2020-04-18 21:46:22,12.16,6.66,83.7,10,47,8.48
478,Fushan,CN,2020-04-18 21:46:22,37.5,121.26,51.62,73,100,7.43
479,Poddorye,RU,2020-04-18 21:46:22,57.47,31.12,35.24,94,100,8.57
480,Reconquista,AR,2020-04-18 21:46:23,-29.15,-59.65,75.11,47,0,5.03
481,Yumen,CN,2020-04-18 21:46:23,40.28,97.2,51.57,24,93,11.27
482,North Platte,US,2020-04-18 21:46:23,41.12,-100.77,69.8,16,1,4.7
483,Mvuma,ZW,2020-04-18 21:46:23,-19.28,30.53,60.37,62,10,10.63
484,Zagreb,HR,2020-04-18 21:46:23,45.81,15.98,63.0,66,83,2.24
485,Bozeman,US,2020-04-18 21:46:24,45.68,-111.04,57.2,22,40,9.17
486,Aras,ES,2020-04-18 21:46:24,42.56,-2.36,55.4,93,99,4.7
487,Tanout,NE,2020-04-18 21:46:24,14.97,8.89,83.8,11,24,10.13
488,Mnogovershinnyy,RU,2020-04-18 21:46:25,53.94,139.92,18.39,86,83,1.97
489,Porgera,PG,2020-04-18 21:46:25,-5.47,143.2,37.74,46,43,1.5
490,Cherskiy,RU,2020-04-18 21:46:25,68.75,161.3,2.01,87,42,6.58
491,Maunabo,PR,2020-04-18 21:46:25,18.01,-65.9,78.01,100,18,1.01
492,Puerto Madryn,AR,2020-04-18 21:46:25,-42.77,-65.04,74.95,46,88,14.56
493,Madawaska,US,2020-04-18 21:46:26,47.36,-68.33,39.2,25,1,4.7
494,Bac Lieu,VN,2020-04-18 21:46:26,9.29,105.72,80.91,81,59,9.24
495,Aswan,EG,2020-04-18 21:46:26,24.09,32.91,75.2,22,6,24.16
496,Kysyl-Syr,RU,2020-04-18 21:46:26,63.9,122.76,1.11,91,16,6.33
497,Rosa Zarate,EC,2020-04-18 21:46:27,0.33,-79.47,81.5,81,61,4.9
498,Lagos,NG,2020-04-18 21:42:07,6.58,3.75,84.2,83,40,8.05
499,Huaral,PE,2020-04-18 21:46:27,-11.49,-77.21,75.2,64,33,10.29
500,Byron Bay,AU,2020-04-18 21:46:27,-28.65,153.62,64.4,93,40,4.7
501,Kyabe,TD,2020-04-18 21:46:28,9.45,18.94,88.52,29,94,2.44
502,Henties Bay,NA,2020-04-18 21:46:28,-22.12,14.28,57.0,95,0,5.99
503,Mwene-Ditu,CD,2020-04-18 21:46:28,-7.0,23.45,67.28,73,82,2.91
504,Santa Rosa,PH,2020-04-18 21:45:36,14.31,121.11,82.4,78,75,4.7
505,Laukaa,RU,2020-04-18 21:46:28,58.74,29.85,35.2,90,100,8.34
506,Hamilton,US,2020-04-18 21:44:17,39.18,-84.53,57.0,47,1,9.17
507,Bilma,NE,2020-04-18 21:46:29,18.69,12.92,83.82,12,0,5.03
508,San Ignacio,BZ,2020-04-18 21:46:29,17.16,-89.07,90.0,62,93,11.01
509,Shahrud,IR,2020-04-18 21:46:30,36.42,54.98,56.84,39,96,1.92
510,Turinsk,RU,2020-04-18 21:46:31,58.05,63.7,37.04,77,0,8.88
511,Muleba,TZ,2020-04-18 21:46:31,-1.84,31.65,69.8,88,75,4.43
512,Marystown,CA,2020-04-18 21:46:05,47.17,-55.15,33.8,84,3,11.92
513,Baherden,TM,2020-04-18 21:46:31,38.44,57.43,67.68,39,2,7.74
514,Dumai,ID,2020-04-18 21:46:32,1.68,101.45,75.7,92,82,2.28
515,Barinitas,VE,2020-04-18 21:46:32,8.76,-70.41,83.28,43,94,0.94
516,Pundaguitan,PH,2020-04-18 21:41:33,6.37,126.17,81.61,81,67,13.51
517,Tonj,SS,2020-04-18 21:46:33,7.27,28.68,82.17,21,86,3.4
518,Touba,CI,2020-04-18 21:46:34,8.28,-7.68,77.32,69,100,4.92
519,Wuwei,CN,2020-04-18 21:46:34,37.93,102.64,48.0,47,56,3.0
520,Devrek,TR,2020-04-18 21:46:34,41.22,31.96,54.27,58,0,4.45
521,Dalby,AU,2020-04-18 21:46:34,-27.18,151.27,59.0,93,40,4.7
522,Aquiraz,BR,2020-04-18 21:46:35,-3.9,-38.39,82.4,78,40,4.7
523,Groton,US,2020-04-18 21:46:35,41.35,-72.08,43.0,75,90,14.99
524,Chifeng,CN,2020-04-18 21:46:35,42.27,118.96,50.79,39,100,7.14
525,Maarianhamina,AX,2020-04-18 21:46:36,60.1,19.93,39.2,69,0,8.05
526,Belyy Gorodok,RU,2020-04-18 21:46:36,56.97,37.51,33.35,92,99,4.88
527,Nyurba,RU,2020-04-18 21:46:37,63.28,118.33,8.06,94,75,5.44
528,Dundee,GB,2020-04-18 21:46:37,56.5,-2.97,42.8,75,75,4.7
529,Lakselv,NO,2020-04-18 21:46:38,70.05,24.97,35.6,86,100,21.92
530,Kijang,KR,2020-04-18 21:46:38,35.24,129.21,53.6,76,75,5.82
531,Kiama,AU,2020-04-18 21:46:38,-34.68,150.87,55.0,100,70,9.17
532,Zhuhai,CN,2020-04-18 21:46:38,22.28,113.57,75.2,100,40,6.55
533,Phaltan,IN,2020-04-18 21:46:38,17.98,74.43,83.17,47,37,8.39
534,Ust-Koksa,RU,2020-04-18 21:46:39,50.27,85.61,39.04,46,19,2.1
535,Pouembout,NC,2020-04-18 21:46:39,-21.13,164.9,75.87,79,66,6.17
536,Haimen,CN,2020-04-18 21:46:39,23.19,116.61,73.4,94,40,2.24
537,Buala,SB,2020-04-18 21:46:39,-8.14,159.59,81.12,78,86,0.67
538,Sabha,LY,2020-04-18 21:46:40,27.04,14.43,79.81,20,0,14.85
539,Auki,SB,2020-04-18 21:46:40,-8.77,160.7,81.64,76,96,2.89
540,Gravdal,NO,2020-04-18 21:46:40,68.12,13.5,40.53,94,100,10.11
541,Grand Bank,CA,2020-04-18 21:46:40,47.1,-55.77,33.87,85,0,9.51
542,Krasnyy Chikoy,RU,2020-04-18 21:46:41,50.36,108.75,29.52,67,68,8.57
543,Mildura,AU,2020-04-18 21:45:42,-34.2,142.15,51.8,81,86,5.82
544,Mezen,RU,2020-04-18 21:46:41,65.85,44.24,30.31,98,92,4.72
545,Coquimbo,CL,2020-04-18 21:46:41,-29.95,-71.34,62.6,77,0,10.29
546,Macuelizo,HN,2020-04-18 21:46:41,15.31,-88.54,91.99,70,75,6.93
547,Coihaique,CL,2020-04-18 21:46:42,-45.58,-72.07,46.4,93,90,8.05
548,Goya,AR,2020-04-18 21:46:42,-29.14,-59.26,74.48,47,0,5.01
549,Dunedin,NZ,2020-04-18 21:46:42,-45.87,170.5,53.01,60,100,7.94
550,Gornopravdinsk,RU,2020-04-18 21:46:43,60.05,69.9,42.33,82,70,9.1
551,Sterling,US,2020-04-18 21:43:28,39.01,-77.43,54.0,40,40,13.87
552,Krsko,SI,2020-04-18 21:46:43,45.96,15.49,63.0,54,89,6.93
553,Moerai,PF,2020-04-18 21:46:43,-22.43,-151.33,80.85,75,54,7.14
554,Troitsko-Pechorsk,RU,2020-04-18 21:46:44,62.71,56.2,34.25,94,100,1.79
555,Shubarkuduk,KZ,2020-04-18 21:46:44,49.14,56.49,46.35,84,81,8.52
556,Lenoir City,US,2020-04-18 21:46:44,35.8,-84.26,62.01,46,0,1.01
557,Anta,IN,2020-04-18 21:46:44,25.15,76.3,83.1,18,78,8.46
558,Volkhov,RU,2020-04-18 21:46:45,59.93,32.34,33.01,99,100,5.79
